,index,column_2,column_3,column_13
4852,16591853404852,Liberia,Snacks,92860.32
4853,16591853404853,Fiji,Office Supplies,2708268.64
4854,16591853404854,Swaziland,Meat,1711125.48
4855,16591853404855,Mongolia,Clothes,68167.68
4856,16591853404856,Belgium,Baby Food,983302.56
4857,16591853404857,Pakistan,Beverages,282962.79
4858,16591853404858,Marshall Islands,Cosmetics,2250154.85
4859,16591853404859,Luxembourg,Cosmetics,1467274.76
4860,16591853404860,Vanuatu,Meat,2730798.72
4861,16591853404861,Marshall Islands,Office Supplies,2009546.88
4862,16591853404862,Swaziland,Fruits,8034.12
4863,16591853404863,Greece,Fruits,55941.28
4864,16591853404864,Belarus,Personal Care,12864.09
4865,16591853404865,Serbia,Cereal,615061.72
4866,16591853404866,Turkmenistan,Cereal,919430.61
4867,16591853404867,Finland,Cosmetics,1250290.84
4868,16591853404868,Dominican Republic,Vegetables,881748.21
4869,16591853404869,Tunisia ,Fruits,58709.28
4870,16591853404870,Myanmar,Household,1973977.12
4871,16591853404871,The Gambia,Cereal,102705.47
4872,16591853404872,Belgium,Cereal,141703.1
4873,16591853404873,Angola,Cereal,1035135.29
4874,16591853404874,Algeria,Office Supplies,2469936.8
4875,16591853404875,Bhutan,Vegetables,162219.12
4876,16591853404876,Namibia,Cereal,9251.69
4877,16591853404877,Sri Lanka,Clothes,58311.68
4878,16591853404878,Eritrea,Office Supplies,2884655.2
4879,16591853404879,Switzerland,Baby Food,443347.02
4880,16591853404880,Costa Rica,Meat,589703.73
4881,16591853404881,Bhutan,Meat,788459.78
4882,16591853404882,Turkey,Baby Food,256506.78
4883,16591853404883,Angola,Office Supplies,4820182.72
4884,16591853404884,New Zealand,Meat,413923.15
4885,16591853404885,Ghana,Household,2892620.24
4886,16591853404886,Singapore,Vegetables,760174.8
4887,16591853404887,South Africa,Clothes,225684.48
4888,16591853404888,Hungary,Office Supplies,2072017.12
4889,16591853404889,Kenya,Fruits,53429.32
4890,16591853404890,Cameroon,Personal Care,60126.87
4891,16591853404891,United States of America,Fruits,65331.72
4892,16591853404892,Pakistan,Vegetables,487839.45
4893,16591853404893,Romania,Household,1694062.34
4894,16591853404894,Luxembourg,Cereal,588360.64
4895,16591853404895,Nepal,Cereal,459656.75
4896,16591853404896,Fiji,Household,352783.08
4897,16591853404897,Qatar,Baby Food,1278070.14
4898,16591853404898,Cape Verde,Beverages,176815.98
4899,16591853404899,Australia,Personal Care,286806.87
4900,16591853404900,Swaziland,Office Supplies,2766014.24
4901,16591853404901,Russia,Personal Care,395103.24
4902,16591853404902,Fiji,Office Supplies,4192855.52
4903,16591853404903,Moldova ,Clothes,292561.92
4904,16591853404904,Sweden,Beverages,139240.2
4905,16591853404905,El Salvador,Personal Care,314461.83
4906,16591853404906,Canada,Clothes,272814.08
4907,16591853404907,India,Baby Food,1361925.06
4908,16591853404908,Jordan,Vegetables,304342.71
4909,16591853404909,Cambodia,Cosmetics,2385769.8
4910,16591853404910,Uganda,Cereal,1141705.39
4911,16591853404911,Tajikistan,Meat,551775.97
4912,16591853404912,France,Baby Food,1192780.44
4913,16591853404913,Vietnam,Personal Care,159639.39
4914,16591853404914,Norway,Clothes,348042.24
4915,16591853404915,Tajikistan,Meat,870150.34
4916,16591853404916,Italy,Baby Food,334622.58
4917,16591853404917,Hungary,Cereal,249912.74
4918,16591853404918,Cuba,Beverages,89329.9
4919,16591853404919,Moldova ,Cereal,758287.25
4920,16591853404920,Comoros,Personal Care,142128.36
4921,16591853404921,Singapore,Beverages,73816.38
4922,16591853404922,Central African Republic,Clothes,156190.72
4923,16591853404923,Norway,Household,4568591.14
4924,16591853404924,Democratic Republic of the Congo,Baby Food,641506.08
4925,16591853404925,Ghana,Fruits,60162.48
4926,16591853404926,Libya,Personal Care,547942.23
4927,16591853404927,Dominican Republic,Fruits,38385.24
4928,16591853404928,Niger,Meat,714063.02
4929,16591853404929,Eritrea,Fruits,45415.96
4930,16591853404930,United Kingdom,Personal Care,229796.85
4931,16591853404931,United Arab Emirates,Fruits,8006.44
4932,16591853404932,Norway,Fruits,11231.16
4933,16591853404933,Poland,Fruits,8587.72
4934,16591853404934,Kazakhstan,Beverages,89902.12
4935,16591853404935,Sierra Leone,Clothes,44119.04
4936,16591853404936,Samoa ,Meat,3038597.08
4937,16591853404937,Bosnia and Herzegovina,Vegetables,731168.13
4938,16591853404938,Iran,Snacks,126672.0
4939,16591853404939,Mauritania,Cereal,126947.24
4940,16591853404940,Mauritius ,Office Supplies,3882604.16
4941,16591853404941,Cape Verde,Snacks,221578.56
4942,16591853404942,Denmark,Personal Care,271165.95
4943,16591853404943,Sweden,Vegetables,547944.18
4944,16591853404944,Italy,Fruits,28572.68
4945,16591853404945,Indonesia,Beverages,294184.66
4946,16591853404946,Zambia,Vegetables,781452.42
4947,16591853404947,France,Snacks,133687.68
4948,16591853404948,Mongolia,Fruits,26593.56
4949,16591853404949,Djibouti,Beverages,136506.26
4950,16591853404950,Cyprus,Vegetables,731168.13
4951,16591853404951,Ethiopia,Clothes,87198.72
4952,16591853404952,Bulgaria,Personal Care,104896.17
4953,16591853404953,Jordan,Snacks,263477.76
4954,16591853404954,Samoa ,Clothes,302382.08
4955,16591853404955,Taiwan,Vegetables,411185.46
4956,16591853404956,Serbia,Meat,1263286.16
4957,16591853404957,Mauritius ,Cereal,1147560.89
4958,16591853404958,Yemen,Beverages,161970.05
4959,16591853404959,Senegal,Clothes,105763.84
4960,16591853404960,Bangladesh,Cosmetics,1052266.68
4961,16591853404961,China,Clothes,31933.44
4962,16591853404962,Haiti,Baby Food,530709.18
4963,16591853404963,Hungary,Fruits,20988.36
4964,16591853404964,Andorra,Beverages,278416.82
4965,16591853404965,Libya,Cosmetics,339959.03
4966,16591853404966,Macedonia,Cosmetics,2224875.17
4967,16591853404967,Malaysia,Cereal,9368.8
4968,16591853404968,Comoros,Snacks,298653.6
4969,16591853404969,Guinea-Bissau,Office Supplies,3314072.48
4970,16591853404970,Mongolia,Clothes,206760.96
4971,16591853404971,Greece,Office Supplies,4937248.8
4972,16591853404972,Republic of the Congo,Fruits,15410.84
4973,16591853404973,Uzbekistan,Snacks,123748.8
4974,16591853404974,China,Snacks,58658.88
4975,16591853404975,Saint Vincent and the Grenadines,Office Supplies,3318272.16
4976,16591853404976,Cameroon,Vegetables,141578.01
4977,16591853404977,Central African Republic,Personal Care,83474.91
4978,16591853404978,Panama,Household,4150477.86
4979,16591853404979,Estonia,Meat,2238831.91
4980,16591853404980,Japan,Fruits,44073.48
4981,16591853404981,Sierra Leone,Beverages,71018.86
4982,16591853404982,Denmark,Meat,1478088.57
4983,16591853404983,Niger,Household,2097099.42
4984,16591853404984,Iraq,Vegetables,179495.82
4985,16591853404985,Kazakhstan,Cereal,1038531.48
4986,16591853404986,Ukraine,Personal Care,186840.99
4987,16591853404987,United States of America,Fruits,39679.28
4988,16591853404988,Switzerland,Clothes,132070.4
4989,16591853404989,Saint Lucia,Cosmetics,1760361.05
4990,16591853404990,Dominican Republic,Cereal,152594.33
4991,16591853404991,Sudan,Meat,2237737.84
4992,16591853404992,Montenegro,Household,3424307.56
4993,16591853404993,Laos,Personal Care,56670.0
4994,16591853404994,Samoa ,Fruits,23417.28
4995,16591853404995,Syria,Meat,252000.79
4996,16591853404996,Hungary,Vegetables,606957.75
4997,16591853404997,Democratic Republic of the Congo,Vegetables,647694.39
4998,16591853404998,Kyrgyzstan,Fruits,33575.84
4999,16591853404999,Japan,Household,2366963.4
5000,16591853405000,Republic of the Congo,Baby Food,1367664.18
5001,16591853405001,Brunei,Snacks,35857.92
5002,16591853405002,United Arab Emirates,Office Supplies,535459.2
5003,16591853405003,Burkina Faso,Baby Food,559245.36
5004,16591853405004,South Africa,Beverages,249201.81
5005,16591853405005,Finland,Cosmetics,1592093.18
5006,16591853405006,Solomon Islands,Snacks,701568.0
5007,16591853405007,The Bahamas,Snacks,233466.24
5008,16591853405008,Turkey,Fruits,67587.64
5009,16591853405009,Thailand,Personal Care,536778.24
5010,16591853405010,Jamaica,Snacks,848117.76
5011,16591853405011,Nepal,Office Supplies,3510407.52
5012,16591853405012,Yemen,Cosmetics,2547981.08
5013,16591853405013,Ghana,Vegetables,541579.08
5014,16591853405014,Grenada,Meat,308527.74
5015,16591853405015,Cameroon,Beverages,53852.26
5016,16591853405016,Croatia,Beverages,91523.41
5017,16591853405017,Benin,Personal Care,46072.71
5018,16591853405018,Cyprus,Cosmetics,2353643.54
5019,16591853405019,Ethiopia,Personal Care,154595.76
5020,16591853405020,Malawi,Clothes,167982.08
5021,16591853405021,Saudi Arabia,Household,4700256.62
5022,16591853405022,Israel,Baby Food,1321910.64
5023,16591853405023,Burkina Faso,Personal Care,289130.34
5024,16591853405024,Uzbekistan,Beverages,13161.06
5025,16591853405025,South Sudan,Household,3462500.6
5026,16591853405026,El Salvador,Vegetables,383724.6
5027,16591853405027,Sudan,Cosmetics,1087289.57
5028,16591853405028,Djibouti,Personal Care,304431.24
5029,16591853405029,Bangladesh,Snacks,851138.4
5030,16591853405030,Palau,Cosmetics,536139.88
5031,16591853405031,Guinea-Bissau,Meat,1867942.18
5032,16591853405032,Solomon Islands,Baby Food,777013.08
5033,16591853405033,Brunei,Meat,74032.07
5034,16591853405034,Central African Republic,Beverages,224151.29
5035,16591853405035,The Gambia,Beverages,107831.68
5036,16591853405036,Belgium,Vegetables,384724.83
5037,16591853405037,Croatia,Clothes,236687.36
5038,16591853405038,Lebanon,Household,2301130.66
5039,16591853405039,Saudi Arabia,Personal Care,241017.51
5040,16591853405040,Myanmar,Beverages,278385.03
5041,16591853405041,Cyprus,Snacks,316972.32
5042,16591853405042,Sudan,Clothes,355927.04
5043,16591853405043,Honduras,Household,1516163.18
5044,16591853405044,The Gambia,Clothes,134901.76
5045,16591853405045,Moldova ,Baby Food,870433.2
5046,16591853405046,Vietnam,Vegetables,765721.53
5047,16591853405047,Bosnia and Herzegovina,Office Supplies,2622700.16
5048,16591853405048,Republic of the Congo,Vegetables,415095.45
5049,16591853405049,North Korea,Office Supplies,4482633.44
5050,16591853405050,Latvia,Personal Care,303751.2
5051,16591853405051,Comoros,Cereal,644339.22
5052,16591853405052,Germany,Household,3251936.34
5053,16591853405053,Dominican Republic,Office Supplies,4095212.96
5054,16591853405054,Japan,Clothes,217226.24
5055,16591853405055,Somalia,Beverages,313131.5
5056,16591853405056,Singapore,Baby Food,764578.32
5057,16591853405057,Poland,Cereal,1002578.71
5058,16591853405058,Serbia,Cosmetics,1537320.54
5059,16591853405059,Austria,Baby Food,534057.0
5060,16591853405060,Georgia,Household,2437821.54
5061,16591853405061,North Korea,Household,3080067.66
5062,16591853405062,Uzbekistan,Snacks,97.44
5063,16591853405063,Andorra,Household,660840.1
5064,16591853405064,Ukraine,Clothes,69923.84
5065,16591853405065,Kenya,Office Supplies,3055267.2
5066,16591853405066,Lithuania,Cosmetics,1017507.12
5067,16591853405067,Guatemala,Cosmetics,2385243.14
5068,16591853405068,Tuvalu,Personal Care,79678.02
5069,16591853405069,South Korea,Personal Care,166836.48
5070,16591853405070,Cape Verde,Vegetables,249057.27
5071,16591853405071,Burkina Faso,Personal Care,107162.97
5072,16591853405072,Israel,Vegetables,775541.97
5073,16591853405073,Andorra,Vegetables,255967.95
5074,16591853405074,Liechtenstein,Meat,707133.91
5075,16591853405075,Uganda,Cosmetics,1350356.24
5076,16591853405076,Ukraine,Fruits,59747.28
5077,16591853405077,Seychelles ,Beverages,23651.76
5078,16591853405078,Federated States of Micronesia,Beverages,215440.83
5079,16591853405079,Cameroon,Fruits,28226.68
5080,16591853405080,Ireland,Meat,2564500.08
5081,16591853405081,Lebanon,Personal Care,115946.82
5082,16591853405082,Djibouti,Clothes,91893.76
5083,16591853405083,Montenegro,Baby Food,647085.78
5084,16591853405084,Israel,Fruits,62529.12
5085,16591853405085,Comoros,Office Supplies,1066193.76
5086,16591853405086,Azerbaijan,Vegetables,419460.09
5087,16591853405087,Barbados,Personal Care,21421.26
5088,16591853405088,Estonia,Beverages,316564.82
5089,16591853405089,Madagascar,Clothes,215505.92
5090,16591853405090,Saint Kitts and Nevis ,Clothes,295178.24
5091,16591853405091,Portugal,Cosmetics,2199068.83
5092,16591853405092,Syria,Meat,1864295.28
5093,16591853405093,Seychelles ,Clothes,333491.2
5094,16591853405094,Costa Rica,Vegetables,795455.64
5095,16591853405095,Mexico,Cosmetics,866092.37
5096,16591853405096,Bulgaria,Vegetables,891841.44
5097,16591853405097,Croatia,Clothes,258657.28
5098,16591853405098,Iceland,Fruits,10089.36
5099,16591853405099,Oman,Household,253782.7
5100,16591853405100,Federated States of Micronesia,Household,4704276.94
5101,16591853405101,The Bahamas,Snacks,493436.16
5102,16591853405102,Netherlands,Clothes,60247.04
5103,16591853405103,Swaziland,Snacks,517503.84
5104,16591853405104,Antigua and Barbuda ,Personal Care,514676.94
5105,16591853405105,Bangladesh,Fruits,56453.36
5106,16591853405106,Jordan,Baby Food,753897.18
5107,16591853405107,New Zealand,Baby Food,481448.4
5108,16591853405108,Greenland,Meat,1562696.65
5109,16591853405109,South Korea,Cosmetics,476627.3
5110,16591853405110,Cambodia,Fruits,40924.88
5111,16591853405111,Nigeria,Office Supplies,4695242.24
5112,16591853405112,Bulgaria,Office Supplies,146988.8
5113,16591853405113,Taiwan,Baby Food,212666.28
5114,16591853405114,Estonia,Clothes,19640.32
5115,16591853405115,Kiribati,Cosmetics,2210918.68
5116,16591853405116,Albania,Clothes,85370.88
5117,16591853405117,El Salvador,Clothes,73185.28
5118,16591853405118,United States of America,Household,1982520.3
5119,16591853405119,Trinidad and Tobago,Meat,2439046.72
5120,16591853405120,Niger,Personal Care,334466.34
5121,16591853405121,Uganda,Clothes,331412.48
5122,16591853405122,Kyrgyzstan,Cosmetics,373138.61
5123,16591853405123,Latvia,Household,4590200.36
5124,16591853405124,Liechtenstein,Cosmetics,1620269.49
5125,16591853405125,Montenegro,Cosmetics,2175369.13
5126,16591853405126,Andorra,Household,4158518.5
5127,16591853405127,Costa Rica,Beverages,33188.76
5128,16591853405128,Iceland,Clothes,302740.48
5129,16591853405129,Haiti,Vegetables,399819.21
5130,16591853405130,Haiti,Cosmetics,2589587.22
5131,16591853405131,El Salvador,Office Supplies,4058990.72
5132,16591853405132,Egypt,Meat,2953259.62
5133,16591853405133,Namibia,Fruits,20524.72
5134,16591853405134,Romania,Baby Food,223825.68
5135,16591853405135,Seychelles ,Office Supplies,2368094.56
5136,16591853405136,Israel,Household,209559.18
5137,16591853405137,Slovenia,Vegetables,844012.26
5138,16591853405138,Syria,Vegetables,754719.0
5139,16591853405139,Kenya,Cosmetics,1762467.69
5140,16591853405140,Namibia,Meat,261482.73
5141,16591853405141,Cambodia,Clothes,310266.88
5142,16591853405142,Germany,Office Supplies,3061566.72
5143,16591853405143,Gabon,Snacks,934449.6
5144,16591853405144,Switzerland,Cosmetics,1134952.3
5145,16591853405145,Madagascar,Household,3218266.16
5146,16591853405146,Libya,Meat,3396722.66
5147,16591853405147,Kuwait,Personal Care,482488.38
5148,16591853405148,Nicaragua,Beverages,206921.11
5149,16591853405149,Tunisia ,Office Supplies,4113061.6
5150,16591853405150,Lebanon,Clothes,145474.56
5151,16591853405151,Switzerland,Clothes,314639.36
5152,16591853405152,El Salvador,Baby Food,418796.34
5153,16591853405153,Guinea-Bissau,Cereal,967562.82
5154,16591853405154,Ethiopia,Office Supplies,2823234.88
5155,16591853405155,Philippines,Meat,2077638.93
5156,16591853405156,Mozambique,Personal Care,451999.92
5157,16591853405157,Lesotho,Beverages,95338.21
5158,16591853405158,Tunisia ,Clothes,307650.56
5159,16591853405159,Iceland,Baby Food,730303.02
5160,16591853405160,Chad,Beverages,250123.72
5161,16591853405161,Burkina Faso,Cosmetics,1937318.81
5162,16591853405162,Taiwan,Snacks,875985.6
5163,16591853405163,Equatorial Guinea,Personal Care,42049.14
5164,16591853405164,Trinidad and Tobago,Cosmetics,2005521.28
5165,16591853405165,Seychelles ,Cereal,778664.39
5166,16591853405166,Gabon,Baby Food,304332.78
5167,16591853405167,Grenada,Vegetables,863198.49
5168,16591853405168,Maldives,Personal Care,143488.44
5169,16591853405169,Ethiopia,Snacks,602958.72
5170,16591853405170,Barbados,Meat,967157.88
5171,16591853405171,Greece,Personal Care,348350.49
5172,16591853405172,Ireland,Vegetables,721074.9
5173,16591853405173,Eritrea,Personal Care,72877.62
5174,16591853405174,New Zealand,Office Supplies,3429038.72
5175,16591853405175,Monaco,Meat,2194339.73
5176,16591853405176,Papua New Guinea,Clothes,326896.64
5177,16591853405177,Syria,Household,3645927.7
5178,16591853405178,Finland,Cereal,1037828.82
5179,16591853405179,Pakistan,Vegetables,401365.02
5180,16591853405180,Tunisia ,Baby Food,226057.56
5181,16591853405181,Benin,Vegetables,855560.37
5182,16591853405182,Tajikistan,Household,2489583.16
5183,16591853405183,Turkmenistan,Fruits,46031.84
5184,16591853405184,Nicaragua,Fruits,920.36
5185,16591853405185,Macedonia,Household,1537269.86
5186,16591853405186,Central African Republic,Meat,43762.8
5187,16591853405187,Belize,Meat,2933201.67
5188,16591853405188,Switzerland,Snacks,56515.2
5189,16591853405189,Tanzania,Beverages,111837.22
5190,16591853405190,Serbia,Personal Care,548225.58
5191,16591853405191,Kiribati,Vegetables,354445.14
5192,16591853405192,Belgium,Snacks,786243.36
5193,16591853405193,Sweden,Vegetables,554491.14
5194,16591853405194,Sudan,Vegetables,811823.04
5195,16591853405195,Saint Vincent and the Grenadines,Beverages,303022.28
5196,16591853405196,Lithuania,Personal Care,448543.05
5197,16591853405197,Benin,Cosmetics,1609736.29
5198,16591853405198,Bosnia and Herzegovina,Snacks,311223.36
5199,16591853405199,Singapore,Meat,93360.64
5200,16591853405200,Somalia,Cosmetics,1429618.57
5201,16591853405201,Guinea,Meat,3236623.75
5202,16591853405202,Afghanistan,Office Supplies,4086813.6
5203,16591853405203,Republic of the Congo,Vegetables,125756.19
5204,16591853405204,Lebanon,Baby Food,944404.08
5205,16591853405205,Saudi Arabia,Clothes,347468.8
5206,16591853405206,Namibia,Cosmetics,2110063.29
5207,16591853405207,Sudan,Meat,2999575.25
5208,16591853405208,Central African Republic,Cereal,551939.43
5209,16591853405209,Portugal,Baby Food,619665.54
5210,16591853405210,Eritrea,Meat,3351501.1
5211,16591853405211,Cambodia,Office Supplies,3199631.2
5212,16591853405212,Uzbekistan,Snacks,692603.52
5213,16591853405213,Sao Tome and Principe,Meat,2466398.47
5214,16591853405214,Bosnia and Herzegovina,Office Supplies,3480484.8
5215,16591853405215,United Kingdom,Cereal,35835.66
5216,16591853405216,Australia,Vegetables,765721.53
5217,16591853405217,Mauritius ,Meat,1326012.84
5218,16591853405218,Zimbabwe,Fruits,39056.48
5219,16591853405219,Malawi,Beverages,196112.51
5220,16591853405220,Portugal,Snacks,386349.6
5221,16591853405221,Guinea,Cosmetics,2585373.94
5222,16591853405222,Tonga,Fruits,10698.32
5223,16591853405223,Yemen,Baby Food,1434301.74
5224,16591853405224,Bahrain,Personal Care,512976.84
5225,16591853405225,Singapore,Clothes,22256.64
5226,16591853405226,Zimbabwe,Personal Care,546695.49
5227,16591853405227,Czech Republic,Household,2062424.16
5228,16591853405228,Moldova ,Clothes,322416.64
5229,16591853405229,Qatar,Meat,495613.71
5230,16591853405230,Tajikistan,Meat,1918634.09
5231,16591853405231,Iceland,Baby Food,1084215.42
5232,16591853405232,Benin,Household,4576631.78
5233,16591853405233,The Bahamas,Personal Care,416127.81
5234,16591853405234,Vanuatu,Cereal,433189.89
5235,16591853405235,Namibia,Vegetables,218232.0
5236,16591853405236,Austria,Office Supplies,2467312.0
5237,16591853405237,Slovenia,Cosmetics,1023300.38
5238,16591853405238,New Zealand,Clothes,9856.0
5239,16591853405239,Nepal,Snacks,605589.6
5240,16591853405240,Cape Verde,Fruits,7522.04
5241,16591853405241,Montenegro,Household,3166504.54
5242,16591853405242,Lithuania,Household,150762.0
5243,16591853405243,Costa Rica,Clothes,127518.72
5244,16591853405244,Austria,Office Supplies,1878831.84
5245,16591853405245,Malawi,Cereal,1159389.0
5246,16591853405246,Gabon,Beverages,288875.73
5247,16591853405247,Botswana,Fruits,67407.72
5248,16591853405248,Serbia,Cosmetics,1972078.37
5249,16591853405249,Tuvalu,Household,5022887.3
5250,16591853405250,Latvia,Beverages,61958.71
5251,16591853405251,Malawi,Personal Care,4363.59
5252,16591853405252,Burkina Faso,Household,4086152.74
5253,16591853405253,Lithuania,Clothes,68060.16
5254,16591853405254,Gabon,Clothes,150492.16
5255,16591853405255,Greece,Baby Food,1574750.76
5256,16591853405256,Austria,Cosmetics,214877.28
5257,16591853405257,Romania,Meat,337338.25
5258,16591853405258,Oman,Household,576915.92
5259,16591853405259,Ghana,Household,2239820.78
5260,16591853405260,Republic of the Congo,Snacks,83506.08
5261,16591853405261,Barbados,Cosmetics,628305.38
5262,16591853405262,Lebanon,Beverages,257785.11
5263,16591853405263,Luxembourg,Snacks,889237.44
5264,16591853405264,Greece,Beverages,113394.93
5265,16591853405265,Sri Lanka,Beverages,50609.68
5266,16591853405266,Taiwan,Household,198503.3
5267,16591853405267,Republic of the Congo,Household,4622362.92
5268,16591853405268,Saint Kitts and Nevis ,Household,2139312.78
5269,16591853405269,Ukraine,Beverages,122645.82
5270,16591853405270,Germany,Cosmetics,873728.94
5271,16591853405271,Malaysia,Office Supplies,5242250.56
5272,16591853405272,Nauru,Fruits,57027.72
5273,16591853405273,Iraq,Meat,1639281.55
5274,16591853405274,Finland,Personal Care,124163.97
5275,16591853405275,Togo,Vegetables,618414.93
5276,16591853405276,Chad,Snacks,80972.64
5277,16591853405277,Ukraine,Snacks,859128.48
5278,16591853405278,Romania,Fruits,16095.92
5279,16591853405279,Dominican Republic,Household,2491090.78
5280,16591853405280,Bulgaria,Snacks,715112.16
5281,16591853405281,East Timor,Cosmetics,562209.55
5282,16591853405282,Afghanistan,Vegetables,821643.48
5283,16591853405283,Barbados,Personal Care,553382.55
5284,16591853405284,Bahrain,Vegetables,279973.47
5285,16591853405285,Mauritania,Household,4905795.48
5286,16591853405286,Lesotho,Baby Food,1216852.86
5287,16591853405287,Pakistan,Fruits,45249.88
5288,16591853405288,Burundi,Meat,1226087.78
5289,16591853405289,Dominican Republic,Personal Care,397313.37
5290,16591853405290,Kenya,Meat,1250522.01
5291,16591853405291,Papua New Guinea,Beverages,18787.89
5292,16591853405292,United Arab Emirates,Household,1758890.0
5293,16591853405293,Angola,Cosmetics,2421056.02
5294,16591853405294,Antigua and Barbuda ,Cereal,203537.18
5295,16591853405295,Morocco,Snacks,704783.52
5296,16591853405296,Cyprus,Beverages,279974.53
5297,16591853405297,Moldova ,Meat,591891.87
5298,16591853405298,Slovenia,Baby Food,1254954.24
5299,16591853405299,Germany,Fruits,12303.76
5300,16591853405300,Turkey,Household,2309673.84
5301,16591853405301,Bosnia and Herzegovina,Baby Food,1532185.62
5302,16591853405302,China,Vegetables,649512.99
5303,16591853405303,Mauritius ,Vegetables,867290.34
5304,16591853405304,San Marino,Baby Food,984737.34
5305,16591853405305,Cape Verde,Clothes,303600.64
5306,16591853405306,Greenland,Office Supplies,2552880.48
5307,16591853405307,Tonga,Vegetables,529758.18
5308,16591853405308,Kosovo,Cereal,1038180.15
5309,16591853405309,Vanuatu,Baby Food,560520.72
5310,16591853405310,Norway,Office Supplies,3331396.16
5311,16591853405311,Andorra,Office Supplies,3125611.84
5312,16591853405312,Latvia,Fruits,55159.32
5313,16591853405313,Nicaragua,Beverages,1780.24
5314,16591853405314,Bahrain,Meat,2517455.07
5315,16591853405315,Nepal,Snacks,510195.84
5316,16591853405316,Zimbabwe,Clothes,315678.72
5317,16591853405317,Tonga,Snacks,331880.64
5318,16591853405318,Mongolia,Cereal,216419.28
5319,16591853405319,Sao Tome and Principe,Clothes,321914.88
5320,16591853405320,Estonia,Household,3360987.52
5321,16591853405321,Serbia,Beverages,282199.83
5322,16591853405322,Haiti,Cosmetics,1709538.36
5323,16591853405323,Marshall Islands,Meat,913913.14
5324,16591853405324,Maldives,Fruits,47921.0
5325,16591853405325,Vatican City,Office Supplies,936003.68
5326,16591853405326,Bahrain,Cereal,720109.39
5327,16591853405327,Kenya,Fruits,7757.32
5328,16591853405328,Mexico,Snacks,470537.76
5329,16591853405329,Ukraine,Office Supplies,3903077.6
5330,16591853405330,Vietnam,Cereal,717884.3
5331,16591853405331,Guinea-Bissau,Cosmetics,36602.87
5332,16591853405332,Uzbekistan,Meat,2084203.35
5333,16591853405333,Seychelles ,Vegetables,104205.78
5334,16591853405334,Nauru,Fruits,12103.08
5335,16591853405335,Czech Republic,Meat,1776404.99
5336,16591853405336,Yemen,Meat,1784792.86
5337,16591853405337,Papua New Guinea,Fruits,56944.68
5338,16591853405338,Bangladesh,Beverages,264397.43
5339,16591853405339,Nigeria,Personal Care,35815.44
5340,16591853405340,Estonia,Cereal,899404.8
5341,16591853405341,Syria,Office Supplies,2097215.2
5342,16591853405342,Central African Republic,Vegetables,104296.71
5343,16591853405343,Cote d'Ivoire,Office Supplies,1434715.68
5344,16591853405344,The Gambia,Meat,3421886.27
5345,16591853405345,Nepal,Baby Food,599259.78
5346,16591853405346,Montenegro,Personal Care,314631.84
5347,16591853405347,Kosovo,Vegetables,589862.91
5348,16591853405348,East Timor,Beverages,169059.22
5349,16591853405349,East Timor,Vegetables,257422.83
5350,16591853405350,Saint Lucia,Beverages,217570.76
5351,16591853405351,Somalia,Household,3621303.24
5352,16591853405352,United Arab Emirates,Personal Care,45109.32
5353,16591853405353,Vietnam,Personal Care,369771.75
5354,16591853405354,Comoros,Household,168853.44
5355,16591853405355,Burkina Faso,Office Supplies,106566.88
5356,16591853405356,Bahrain,Household,567870.2
5357,16591853405357,Algeria,Beverages,4863.87
5358,16591853405358,Kazakhstan,Beverages,42630.39
5359,16591853405359,Taiwan,Beverages,25114.1
5360,16591853405360,Indonesia,Office Supplies,856734.72
5361,16591853405361,Greece,Household,4536931.12
5362,16591853405362,South Korea,Baby Food,824201.4
5363,16591853405363,Nauru,Office Supplies,2247353.76
5364,16591853405364,Austria,Cereal,891909.76
5365,16591853405365,Iraq,Beverages,269006.98
5366,16591853405366,Afghanistan,Baby Food,1137621.12
5367,16591853405367,El Salvador,Baby Food,954288.12
5368,16591853405368,Cyprus,Snacks,428053.92
5369,16591853405369,Bhutan,Baby Food,600535.14
5370,16591853405370,Djibouti,Vegetables,231962.43
5371,16591853405371,Portugal,Cereal,142757.09
5372,16591853405372,Antigua and Barbuda ,Beverages,231304.04
5373,16591853405373,Turkey,Cereal,30097.27
5374,16591853405374,Libya,Baby Food,1072896.6
5375,16591853405375,Marshall Islands,Clothes,189701.12
5376,16591853405376,Ireland,Personal Care,89368.59
5377,16591853405377,Czech Republic,Office Supplies,1702445.28
5378,16591853405378,Tonga,Vegetables,453013.26
5379,16591853405379,Poland,Fruits,24358.4
5380,16591853405380,Libya,Beverages,82940.11
5381,16591853405381,Nicaragua,Cosmetics,2116646.54
5382,16591853405382,Russia,Personal Care,148588.74
5383,16591853405383,Latvia,Clothes,43402.24
5384,16591853405384,Norway,Vegetables,516937.05
5385,16591853405385,Barbados,Meat,3630124.26
5386,16591853405386,Malaysia,Beverages,157741.98
5387,16591853405387,Iraq,Personal Care,208602.27
5388,16591853405388,Switzerland,Beverages,194459.43
5389,16591853405389,United States of America,Snacks,419479.2
5390,16591853405390,Jordan,Meat,2667342.66
5391,16591853405391,Morocco,Beverages,198401.39
5392,16591853405392,Liberia,Snacks,898104.48
5393,16591853405393,Solomon Islands,Cosmetics,1685838.66
5394,16591853405394,Saudi Arabia,Household,2507674.6
5395,16591853405395,Togo,Beverages,133645.16
5396,16591853405396,Central African Republic,Meat,108677.62
